Running 30s test @ https://bench-eth2.netdev-lab.org/100k.bin
  4 threads and 100 connections
  Thread calibration: mean lat.: 26.772ms, rate sampling interval: 73ms
  Thread calibration: mean lat.: 23.937ms, rate sampling interval: 64ms
  Thread calibration: mean lat.: 35.010ms, rate sampling interval: 87ms
  Thread calibration: mean lat.: 25.285ms, rate sampling interval: 69ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency    27.62ms   53.74ms 612.35ms   92.09%
    Req/Sec   180.60     67.15   505.00     75.48%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%   11.40ms
 75.000%   23.20ms
 90.000%   35.10ms
 99.000%  243.84ms
 99.900%  466.69ms
 99.990%  545.79ms
 99.999%  612.86ms
100.000%  612.86ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       2.897     0.000000            1         1.00
       5.175     0.100000         1437         1.11
       6.079     0.200000         2863         1.25
       7.167     0.300000         4292         1.43
       8.647     0.400000         5723         1.67
      11.399     0.500000         7154         2.00
      13.479     0.550000         7869         2.22
      15.655     0.600000         8583         2.50
      17.999     0.650000         9302         2.86
      20.399     0.700000        10018         3.33
      23.199     0.750000        10734         4.00
      24.511     0.775000        11087         4.44
      26.191     0.800000        11446         5.00
      27.919     0.825000        11801         5.71
      29.583     0.850000        12159         6.67
      31.423     0.875000        12516         8.00
      33.055     0.887500        12697         8.89
      35.103     0.900000        12874        10.00
      39.999     0.912500        13053        11.43
      86.591     0.925000        13232        13.33
      99.839     0.937500        13411        16.00
     108.543     0.943750        13500        17.78
     118.143     0.950000        13589        20.00
     190.847     0.956250        13679        22.86
     218.239     0.962500        13769        26.67
     222.975     0.968750        13860        32.00
     224.767     0.971875        13904        35.56
     227.455     0.975000        13948        40.00
     229.887     0.978125        13992        45.71
     232.063     0.981250        14036        53.33
     235.263     0.984375        14085        64.00
     236.799     0.985938        14103        71.11
     238.975     0.987500        14126        80.00
     241.023     0.989062        14148        91.43
     245.119     0.990625        14170       106.67
     252.799     0.992188        14193       128.00
     292.607     0.992969        14204       142.22
     302.847     0.993750        14215       160.00
     318.463     0.994531        14227       182.86
     324.095     0.995313        14237       213.33
     341.503     0.996094        14249       256.00
     345.599     0.996484        14255       284.44
     357.631     0.996875        14260       320.00
     421.887     0.997266        14265       365.71
     430.079     0.997656        14271       426.67
     440.575     0.998047        14278       512.00
     446.463     0.998242        14279       568.89
     447.487     0.998437        14282       640.00
     459.007     0.998633        14285       731.43
     462.079     0.998828        14288       853.33
     468.479     0.999023        14292      1024.00
     468.479     0.999121        14292      1137.78
     469.759     0.999219        14293      1280.00
     474.367     0.999316        14295      1462.86
     474.623     0.999414        14296      1706.67
     481.791     0.999512        14298      2048.00
     481.791     0.999561        14298      2275.56
     482.815     0.999609        14299      2560.00
     483.071     0.999658        14300      2925.71
     483.071     0.999707        14300      3413.33
     527.871     0.999756        14301      4096.00
     527.871     0.999780        14301      4551.11
     545.791     0.999805        14303      5120.00
     545.791     0.999829        14303      5851.43
     545.791     0.999854        14303      6826.67
     545.791     0.999878        14303      8192.00
     545.791     0.999890        14303      9102.22
     545.791     0.999902        14303     10240.00
     545.791     0.999915        14303     11702.86
     545.791     0.999927        14303     13653.33
     612.863     0.999939        14304     16384.00
     612.863     1.000000        14304          inf
#[Mean    =       27.624, StdDeviation   =       53.739]
#[Max     =      612.352, Total count    =        14304]
#[Buckets =           27, SubBuckets     =         2048]
----------------------------------------------------------
  21419 requests in 30.01s, 2.05GB read
Requests/sec:    713.83
Transfer/sec:     69.89MB
