Running 30s test @ https://bench-eth2.netdev-lab.org/100k.bin
  4 threads and 100 connections
  Thread calibration: mean lat.: 23.418ms, rate sampling interval: 64ms
  Thread calibration: mean lat.: 31.265ms, rate sampling interval: 64ms
  Thread calibration: mean lat.: 38.642ms, rate sampling interval: 176ms
  Thread calibration: mean lat.: 26.928ms, rate sampling interval: 63ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency    25.64ms   46.60ms 916.99ms   93.46%
    Req/Sec   180.83     47.09   409.00     70.99%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%   13.38ms
 75.000%   24.14ms
 90.000%   33.63ms
 99.000%  234.37ms
 99.900%  383.49ms
 99.990%  905.73ms
 99.999%  917.50ms
100.000%  917.50ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       2.949     0.000000            1         1.00
       5.463     0.100000         1438         1.11
       6.747     0.200000         2862         1.25
       8.591     0.300000         4295         1.43
      10.463     0.400000         5730         1.67
      13.383     0.500000         7153         2.00
      15.231     0.550000         7871         2.22
      17.263     0.600000         8588         2.50
      19.311     0.650000         9299         2.86
      21.535     0.700000        10016         3.33
      24.143     0.750000        10731         4.00
      25.519     0.775000        11092         4.44
      26.959     0.800000        11446         5.00
      28.287     0.825000        11803         5.71
      29.759     0.850000        12162         6.67
      31.375     0.875000        12518         8.00
      32.351     0.887500        12698         8.89
      33.631     0.900000        12881        10.00
      35.103     0.912500        13056        11.43
      38.207     0.925000        13235        13.33
      83.903     0.937500        13413        16.00
      89.343     0.943750        13503        17.78
      96.767     0.950000        13592        20.00
     108.095     0.956250        13682        22.86
     121.983     0.962500        13770        26.67
     215.679     0.968750        13860        32.00
     218.111     0.971875        13906        35.56
     220.159     0.975000        13949        40.00
     222.207     0.978125        13999        45.71
     224.255     0.981250        14038        53.33
     228.095     0.984375        14085        64.00
     230.143     0.985938        14107        71.11
     231.295     0.987500        14128        80.00
     233.343     0.989062        14152        91.43
     235.647     0.990625        14172       106.67
     238.719     0.992188        14195       128.00
     239.999     0.992969        14207       142.22
     242.431     0.993750        14217       160.00
     245.247     0.994531        14228       182.86
     248.447     0.995313        14240       213.33
     254.719     0.996094        14251       256.00
     257.535     0.996484        14256       284.44
     269.823     0.996875        14262       320.00
     302.079     0.997266        14267       365.71
     312.063     0.997656        14273       426.67
     320.255     0.998047        14279       512.00
     328.447     0.998242        14281       568.89
     331.775     0.998437        14284       640.00
     337.663     0.998633        14287       731.43
     360.703     0.998828        14290       853.33
     409.855     0.999023        14293      1024.00
     431.103     0.999121        14294      1137.78
     435.199     0.999219        14295      1280.00
     439.551     0.999316        14297      1462.86
     463.871     0.999414        14298      1706.67
     516.863     0.999512        14300      2048.00
     516.863     0.999561        14300      2275.56
     647.167     0.999609        14301      2560.00
     651.263     0.999658        14302      2925.71
     651.263     0.999707        14302      3413.33
     777.215     0.999756        14303      4096.00
     777.215     0.999780        14303      4551.11
     785.919     0.999805        14304      5120.00
     785.919     0.999829        14304      5851.43
     785.919     0.999854        14304      6826.67
     905.727     0.999878        14305      8192.00
     905.727     0.999890        14305      9102.22
     905.727     0.999902        14305     10240.00
     905.727     0.999915        14305     11702.86
     905.727     0.999927        14305     13653.33
     917.503     0.999939        14306     16384.00
     917.503     1.000000        14306          inf
#[Mean    =       25.639, StdDeviation   =       46.601]
#[Max     =      916.992, Total count    =        14306]
#[Buckets =           27, SubBuckets     =         2048]
----------------------------------------------------------
  21429 requests in 30.04s, 2.05GB read
Requests/sec:    713.45
Transfer/sec:     69.86MB
