Running 30s test @ https://bench-eth2.netdev-lab.org/100k.bin
  4 threads and 100 connections
  Thread calibration: mean lat.: 25.069ms, rate sampling interval: 75ms
  Thread calibration: mean lat.: 23.928ms, rate sampling interval: 71ms
  Thread calibration: mean lat.: 54.187ms, rate sampling interval: 288ms
  Thread calibration: mean lat.: 24.121ms, rate sampling interval: 71ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency    29.91ms   55.87ms 544.26ms   90.92%
    Req/Sec   180.61     40.59   347.00     71.46%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%   12.05ms
 75.000%   23.33ms
 90.000%   46.62ms
 99.000%  246.66ms
 99.900%  455.94ms
 99.990%  491.52ms
 99.999%  544.77ms
100.000%  544.77ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       2.791     0.000000            1         1.00
       5.215     0.100000         1433         1.11
       6.155     0.200000         2858         1.25
       7.407     0.300000         4293         1.43
       9.031     0.400000         5723         1.67
      12.047     0.500000         7149         2.00
      13.959     0.550000         7859         2.22
      15.887     0.600000         8576         2.50
      18.095     0.650000         9291         2.86
      20.559     0.700000        10003         3.33
      23.327     0.750000        10718         4.00
      24.799     0.775000        11078         4.44
      26.527     0.800000        11432         5.00
      28.255     0.825000        11790         5.71
      30.063     0.850000        12147         6.67
      33.151     0.875000        12506         8.00
      35.423     0.887500        12686         8.89
      46.751     0.900000        12861        10.00
      88.127     0.912500        13040        11.43
     100.351     0.925000        13218        13.33
     118.783     0.937500        13396        16.00
     136.575     0.943750        13486        17.78
     214.015     0.950000        13575        20.00
     217.983     0.956250        13668        22.86
     220.927     0.962500        13754        26.67
     224.639     0.968750        13846        32.00
     226.559     0.971875        13888        35.56
     228.479     0.975000        13933        40.00
     229.759     0.978125        13978        45.71
     232.703     0.981250        14022        53.33
     237.439     0.984375        14066        64.00
     238.975     0.985938        14091        71.11
     242.047     0.987500        14111        80.00
     245.503     0.989062        14134        91.43
     248.447     0.990625        14156       106.67
     254.463     0.992188        14178       128.00
     259.839     0.992969        14189       142.22
     266.751     0.993750        14200       160.00
     305.407     0.994531        14213       182.86
     320.255     0.995313        14223       213.33
     328.191     0.996094        14234       256.00
     331.007     0.996484        14239       284.44
     335.871     0.996875        14245       320.00
     346.111     0.997266        14250       365.71
     357.631     0.997656        14257       426.67
     367.615     0.998047        14262       512.00
     386.815     0.998242        14264       568.89
     415.487     0.998437        14267       640.00
     423.167     0.998633        14270       731.43
     438.271     0.998828        14273       853.33
     459.263     0.999023        14276      1024.00
     461.567     0.999121        14277      1137.78
     463.103     0.999219        14278      1280.00
     466.175     0.999316        14280      1462.86
     468.223     0.999414        14281      1706.67
     470.527     0.999512        14283      2048.00
     470.527     0.999561        14283      2275.56
     471.551     0.999609        14284      2560.00
     471.807     0.999658        14285      2925.71
     471.807     0.999707        14285      3413.33
     478.719     0.999756        14286      4096.00
     478.719     0.999780        14286      4551.11
     479.231     0.999805        14287      5120.00
     479.231     0.999829        14287      5851.43
     479.231     0.999854        14287      6826.67
     491.519     0.999878        14288      8192.00
     491.519     0.999890        14288      9102.22
     491.519     0.999902        14288     10240.00
     491.519     0.999915        14288     11702.86
     491.519     0.999927        14288     13653.33
     544.767     0.999939        14289     16384.00
     544.767     1.000000        14289          inf
#[Mean    =       29.911, StdDeviation   =       55.874]
#[Max     =      544.256, Total count    =        14289]
#[Buckets =           27, SubBuckets     =         2048]
----------------------------------------------------------
  21408 requests in 30.00s, 2.05GB read
Requests/sec:    713.53
Transfer/sec:     69.86MB
