Running 30s test @ https://bench-eth2.netdev-lab.org/100k.bin
  4 threads and 100 connections
  Thread calibration: mean lat.: 40.638ms, rate sampling interval: 169ms
  Thread calibration: mean lat.: 46.146ms, rate sampling interval: 187ms
  Thread calibration: mean lat.: 43.021ms, rate sampling interval: 95ms
  Thread calibration: mean lat.: 57.615ms, rate sampling interval: 197ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency    33.02ms   62.43ms 746.50ms   91.12%
    Req/Sec   180.20     87.49   757.00     84.21%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%   13.01ms
 75.000%   25.93ms
 90.000%   82.88ms
 99.000%  267.77ms
 99.900%  492.03ms
 99.990%  746.50ms
 99.999%  747.01ms
100.000%  747.01ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       2.783     0.000000            1         1.00
       5.455     0.100000         1438         1.11
       6.587     0.200000         2862         1.25
       8.095     0.300000         4295         1.43
      10.055     0.400000         5726         1.67
      13.007     0.500000         7155         2.00
      14.983     0.550000         7872         2.22
      17.183     0.600000         8586         2.50
      19.903     0.650000         9302         2.86
      22.767     0.700000        10017         3.33
      25.935     0.750000        10733         4.00
      27.663     0.775000        11093         4.44
      29.535     0.800000        11450         5.00
      31.455     0.825000        11809         5.71
      33.343     0.850000        12170         6.67
      36.543     0.875000        12524         8.00
      41.215     0.887500        12702         8.89
      82.879     0.900000        12879        10.00
      96.511     0.912500        13059        11.43
     112.639     0.925000        13237        13.33
     134.143     0.937500        13417        16.00
     178.687     0.943750        13506        17.78
     217.343     0.950000        13595        20.00
     221.951     0.956250        13687        22.86
     225.919     0.962500        13776        26.67
     230.143     0.968750        13865        32.00
     232.703     0.971875        13909        35.56
     235.263     0.975000        13953        40.00
     238.079     0.978125        13997        45.71
     242.559     0.981250        14042        53.33
     250.239     0.984375        14088        64.00
     254.335     0.985938        14109        71.11
     259.455     0.987500        14132        80.00
     263.679     0.989062        14154        91.43
     269.567     0.990625        14176       106.67
     313.343     0.992188        14200       128.00
     326.143     0.992969        14210       142.22
     336.639     0.993750        14221       160.00
     353.791     0.994531        14232       182.86
     370.687     0.995313        14243       213.33
     432.639     0.996094        14255       256.00
     444.159     0.996484        14260       284.44
     452.095     0.996875        14267       320.00
     457.215     0.997266        14272       365.71
     464.127     0.997656        14277       426.67
     474.879     0.998047        14283       512.00
     479.231     0.998242        14285       568.89
     481.279     0.998437        14289       640.00
     482.303     0.998633        14291       731.43
     490.751     0.998828        14294       853.33
     492.031     0.999023        14297      1024.00
     492.543     0.999121        14298      1137.78
     500.223     0.999219        14299      1280.00
     511.743     0.999316        14301      1462.86
     553.471     0.999414        14302      1706.67
     612.351     0.999512        14304      2048.00
     612.351     0.999561        14304      2275.56
     613.887     0.999609        14305      2560.00
     623.103     0.999658        14306      2925.71
     623.103     0.999707        14306      3413.33
     741.887     0.999756        14307      4096.00
     741.887     0.999780        14307      4551.11
     746.495     0.999805        14309      5120.00
     746.495     0.999829        14309      5851.43
     746.495     0.999854        14309      6826.67
     746.495     0.999878        14309      8192.00
     746.495     0.999890        14309      9102.22
     746.495     0.999902        14309     10240.00
     746.495     0.999915        14309     11702.86
     746.495     0.999927        14309     13653.33
     747.007     0.999939        14310     16384.00
     747.007     1.000000        14310          inf
#[Mean    =       33.019, StdDeviation   =       62.427]
#[Max     =      746.496, Total count    =        14310]
#[Buckets =           27, SubBuckets     =         2048]
----------------------------------------------------------
  21424 requests in 30.03s, 2.05GB read
  Socket errors: connect 0, read 0, write 0, timeout 1
Requests/sec:    713.32
Transfer/sec:     69.84MB
