Running 30s test @ https://bench-eth2.netdev-lab.org/1024k.bin
  4 threads and 100 connections
  Thread calibration: mean lat.: 299.176ms, rate sampling interval: 769ms
  Thread calibration: mean lat.: 385.014ms, rate sampling interval: 884ms
  Thread calibration: mean lat.: 394.158ms, rate sampling interval: 893ms
  Thread calibration: mean lat.: 281.955ms, rate sampling interval: 756ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency   346.99ms   91.78ms 504.83ms   81.77%
    Req/Sec    16.34     14.02    33.00     51.04%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%  361.47ms
 75.000%  411.90ms
 90.000%  436.73ms
 99.000%  450.56ms
 99.900%  464.64ms
 99.990%  505.09ms
 99.999%  505.09ms
100.000%  505.09ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

      13.223     0.000000            1         1.00
     252.799     0.100000          136         1.11
     301.823     0.200000          271         1.25
     329.471     0.300000          408         1.43
     344.831     0.400000          543         1.67
     361.471     0.500000          678         2.00
     371.199     0.550000          746         2.22
     381.951     0.600000          816         2.50
     392.191     0.650000          882         2.86
     402.687     0.700000          950         3.33
     411.903     0.750000         1017         4.00
     418.047     0.775000         1053         4.44
     422.143     0.800000         1085         5.00
     426.239     0.825000         1118         5.71
     429.567     0.850000         1152         6.67
     432.895     0.875000         1188         8.00
     434.687     0.887500         1203         8.89
     436.735     0.900000         1222        10.00
     438.015     0.912500         1238        11.43
     439.551     0.925000         1254        13.33
     441.343     0.937500         1273        16.00
     442.111     0.943750         1281        17.78
     442.879     0.950000         1292        20.00
     443.135     0.956250         1296        22.86
     444.415     0.962500         1307        26.67
     444.671     0.968750         1314        32.00
     445.183     0.971875         1318        35.56
     445.695     0.975000         1322        40.00
     446.207     0.978125         1326        45.71
     446.719     0.981250         1330        53.33
     448.255     0.984375         1335        64.00
     449.279     0.985938         1337        71.11
     449.791     0.987500         1339        80.00
     450.559     0.989062         1343        91.43
     450.559     0.990625         1343       106.67
     451.839     0.992188         1345       128.00
     452.095     0.992969         1346       142.22
     452.607     0.993750         1347       160.00
     452.863     0.994531         1348       182.86
     453.375     0.995313         1349       213.33
     453.631     0.996094         1350       256.00
     456.191     0.996484         1351       284.44
     456.191     0.996875         1351       320.00
     457.727     0.997266         1352       365.71
     457.727     0.997656         1352       426.67
     457.983     0.998047         1353       512.00
     457.983     0.998242         1353       568.89
     457.983     0.998437         1353       640.00
     464.639     0.998633         1354       731.43
     464.639     0.998828         1354       853.33
     464.639     0.999023         1354      1024.00
     464.639     0.999121         1354      1137.78
     464.639     0.999219         1354      1280.00
     505.087     0.999316         1355      1462.86
     505.087     1.000000         1355          inf
#[Mean    =      346.991, StdDeviation   =       91.782]
#[Max     =      504.832, Total count    =         1355]
#[Buckets =           27, SubBuckets     =         2048]
----------------------------------------------------------
  2005 requests in 30.13s, 1.98GB read
Requests/sec:     66.55
Transfer/sec:     67.40MB
