Running 30s test @ https://bench-eth2.netdev-lab.org/300k.bin
  4 threads and 100 connections
  Thread calibration: mean lat.: 128.381ms, rate sampling interval: 367ms
  Thread calibration: mean lat.: 135.184ms, rate sampling interval: 380ms
  Thread calibration: mean lat.: 136.956ms, rate sampling interval: 370ms
  Thread calibration: mean lat.: 138.841ms, rate sampling interval: 374ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency   131.92ms   52.70ms 333.31ms   70.71%
    Req/Sec    67.33      3.28    80.00     86.79%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%  147.58ms
 75.000%  167.81ms
 90.000%  184.83ms
 99.000%  211.97ms
 99.900%  239.49ms
 99.990%  279.04ms
 99.999%  333.57ms
100.000%  333.57ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       4.059     0.000000            1         1.00
      39.263     0.100000          538         1.11
      92.415     0.200000         1076         1.25
     122.175     0.300000         1614         1.43
     139.007     0.400000         2159         1.67
     147.583     0.500000         2699         2.00
     151.423     0.550000         2960         2.22
     154.879     0.600000         3237         2.50
     158.975     0.650000         3499         2.86
     162.943     0.700000         3769         3.33
     167.807     0.750000         4039         4.00
     170.239     0.775000         4179         4.44
     172.799     0.800000         4307         5.00
     175.231     0.825000         4439         5.71
     178.047     0.850000         4577         6.67
     181.503     0.875000         4710         8.00
     183.039     0.887500         4778         8.89
     184.831     0.900000         4843        10.00
     186.879     0.912500         4912        11.43
     189.311     0.925000         4978        13.33
     191.487     0.937500         5044        16.00
     192.895     0.943750         5078        17.78
     195.071     0.950000         5113        20.00
     196.351     0.956250         5145        22.86
     198.143     0.962500         5179        26.67
     200.191     0.968750         5213        32.00
     201.215     0.971875         5229        35.56
     202.239     0.975000         5248        40.00
     203.263     0.978125         5263        45.71
     205.311     0.981250         5282        53.33
     206.719     0.984375         5297        64.00
     207.615     0.985938         5305        71.11
     209.023     0.987500         5313        80.00
     210.303     0.989062         5322        91.43
     212.735     0.990625         5330       106.67
     215.935     0.992188         5338       128.00
     217.599     0.992969         5343       142.22
     218.367     0.993750         5347       160.00
     219.519     0.994531         5351       182.86
     220.927     0.995313         5355       213.33
     222.591     0.996094         5359       256.00
     224.127     0.996484         5362       284.44
     224.511     0.996875         5364       320.00
     226.303     0.997266         5366       365.71
     226.815     0.997656         5368       426.67
     228.991     0.998047         5370       512.00
     230.015     0.998242         5371       568.89
     231.167     0.998437         5372       640.00
     231.295     0.998633         5373       731.43
     235.263     0.998828         5374       853.33
     239.487     0.999023         5375      1024.00
     241.407     0.999121         5377      1137.78
     241.407     0.999219         5377      1280.00
     241.407     0.999316         5377      1462.86
     241.407     0.999414         5377      1706.67
     251.135     0.999512         5378      2048.00
     251.135     0.999561         5378      2275.56
     251.135     0.999609         5378      2560.00
     279.039     0.999658         5379      2925.71
     279.039     0.999707         5379      3413.33
     279.039     0.999756         5379      4096.00
     279.039     0.999780         5379      4551.11
     279.039     0.999805         5379      5120.00
     333.567     0.999829         5380      5851.43
     333.567     1.000000         5380          inf
#[Mean    =      131.915, StdDeviation   =       52.698]
#[Max     =      333.312, Total count    =         5380]
#[Buckets =           27, SubBuckets     =         2048]
----------------------------------------------------------
  8104 requests in 30.01s, 2.32GB read
Requests/sec:    270.00
Transfer/sec:     79.18MB
