Running 30s test @ https://bench-eth2.netdev-lab.org/300k.bin
  4 threads and 100 connections
  Thread calibration: mean lat.: 60.934ms, rate sampling interval: 145ms
  Thread calibration: mean lat.: 63.781ms, rate sampling interval: 189ms
  Thread calibration: mean lat.: 68.171ms, rate sampling interval: 221ms
  Thread calibration: mean lat.: 69.359ms, rate sampling interval: 206ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency    63.79ms   54.95ms 512.77ms   93.51%
    Req/Sec    62.92     48.51   193.00     67.68%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%   54.08ms
 75.000%   70.91ms
 90.000%   94.02ms
 99.000%  285.95ms
 99.900%  443.39ms
 99.990%  497.66ms
 99.999%  513.02ms
100.000%  513.02ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       5.851     0.000000            1         1.00
      20.719     0.100000          503         1.11
      29.951     0.200000         1006         1.25
      38.559     0.300000         1507         1.43
      46.751     0.400000         2010         1.67
      54.079     0.500000         2513         2.00
      58.047     0.550000         2764         2.22
      61.375     0.600000         3014         2.50
      64.767     0.650000         3266         2.86
      67.263     0.700000         3517         3.33
      70.911     0.750000         3770         4.00
      73.279     0.775000         3896         4.44
      75.647     0.800000         4022         5.00
      78.399     0.825000         4145         5.71
      82.303     0.850000         4270         6.67
      86.655     0.875000         4396         8.00
      90.047     0.887500         4458         8.89
      94.015     0.900000         4521        10.00
     102.207     0.912500         4584        11.43
     110.527     0.925000         4648        13.33
     118.847     0.937500         4711        16.00
     124.863     0.943750         4741        17.78
     170.751     0.950000         4772        20.00
     247.807     0.956250         4805        22.86
     256.383     0.962500         4835        26.67
     259.583     0.968750         4867        32.00
     262.655     0.971875         4883        35.56
     265.983     0.975000         4899        40.00
     271.871     0.978125         4915        45.71
     276.991     0.981250         4929        53.33
     281.087     0.984375         4947        64.00
     281.855     0.985938         4953        71.11
     283.391     0.987500         4961        80.00
     285.695     0.989062         4970        91.43
     286.207     0.990625         4977       106.67
     286.719     0.992188         4984       128.00
     287.743     0.992969         4988       142.22
     289.535     0.993750         4993       160.00
     290.559     0.994531         4996       182.86
     296.191     0.995313         5000       213.33
     317.951     0.996094         5004       256.00
     318.719     0.996484         5006       284.44
     322.303     0.996875         5008       320.00
     343.551     0.997266         5011       365.71
     343.807     0.997656         5012       426.67
     350.719     0.998047         5014       512.00
     356.863     0.998242         5015       568.89
     389.631     0.998437         5016       640.00
     426.495     0.998633         5017       731.43
     443.391     0.998828         5018       853.33
     450.815     0.999023         5019      1024.00
     450.815     0.999121         5019      1137.78
     496.383     0.999219         5020      1280.00
     496.383     0.999316         5020      1462.86
     497.663     0.999414         5022      1706.67
     497.663     0.999512         5022      2048.00
     497.663     0.999561         5022      2275.56
     497.663     0.999609         5022      2560.00
     497.663     0.999658         5022      2925.71
     497.663     0.999707         5022      3413.33
     497.663     0.999756         5022      4096.00
     497.663     0.999780         5022      4551.11
     513.023     0.999805         5023      5120.00
     513.023     1.000000         5023          inf
#[Mean    =       63.795, StdDeviation   =       54.948]
#[Max     =      512.768, Total count    =         5023]
#[Buckets =           27, SubBuckets     =         2048]
----------------------------------------------------------
  7575 requests in 30.12s, 2.17GB read
Requests/sec:    251.45
Transfer/sec:     73.80MB
